,index,target
3888,5711,0.10655864708821543
1570,1610,0.4543421949772996
7320,14243,0.10655864708821543
6403,1604,0.10655864708821543
3895,18074,0.13358236871473214
10951,2941,0.11830809127365748
8781,8391,0.0995089805769502
13934,16902,0.10655864708821543
3574,11233,0.2452020884764314
10278,3925,0.29102492079965536
12228,4749,0.21582847801282629
5061,6432,0.07248525895043365
3172,8147,0.14533181290017416
4931,2346,0.4543421949772996
1755,7644,0.3015994205665532
10166,450,0.155906312667072
677,16817,0.10655864708821543
10192,6893,0.5412880819495706
3996,14461,0.10655864708821543
11786,14058,0.11830809127365748
1395,12365,0.36739630800502865
1982,14933,0.4543421949772996
1865,11785,0.5354133598568496
4948,7726,0.10655864708821543
4325,5026,0.4543421949772996
4393,3997,0.11830809127365748
4082,5893,0.11830809127365748
2917,4986,0.10655864708821543
13431,1690,0.11830809127365748
12656,8286,0.36739630800502865
11362,10457,0.10655864708821543
4063,13210,0.10655864708821543
4454,9559,0.19115464522339815
12869,17997,0.10655864708821543
5590,5790,0.5412880819495706
2283,10221,0.4543421949772996
7997,8225,0.17118059010814668
12255,18213,0.10655864708821543
10175,6028,0.20055420057175177
6308,11688,0.4543421949772996
2606,11620,0.13358236871473214
2909,3199,0.4543421949772996
495,8682,0.10655864708821543
9438,7314,0.10655864708821543
3029,7520,0.10655864708821543
560,10845,0.10185886941403863
8167,17182,0.4543421949772996
1480,1350,0.2863251431254785
13305,3690,0.10655864708821543
331,7180,0.10655864708821543
7482,6832,0.4543421949772996
12479,11248,0.31922358684471613
5760,17325,0.4543421949772996
3086,9076,0.4543421949772996
591,13080,0.0842347031358757
13007,1413,0.3015994205665532
6658,14080,0.254601643824785
698,19027,0.155906312667072
616,12852,0.13123247987764372
6660,13826,0.10303381383258282
3572,7109,0.2863251431254785
4913,15953,0.10655864708821543
11805,9447,0.1829300342935887
11321,11438,0.5354133598568496
13584,18085,0.13358236871473214
7900,13968,0.13828214638890896
13018,604,0.10655864708821543
327,11653,0.10655864708821543
7875,14613,0.4543421949772996
11202,6884,0.10655864708821543
8554,18215,0.21230364475719382
6175,13917,0.0995089805769502
3224,17646,0.19115464522339815
5579,13550,0.4543421949772996
11736,4428,0.4543421949772996
10928,8332,0.1829300342935887
4914,16772,0.36739630800502865
5486,15579,0.1829300342935887
4848,5187,0.0995089805769502
7676,3141,0.1829300342935887
8420,5902,0.4543421949772996
4742,12531,0.36739630800502865
10080,9400,0.10655864708821543
8801,10820,0.11830809127365748
8012,12281,0.10655864708821543
521,2443,0.3861954187017358
10944,14021,0.17000564568960247
11223,8648,0.13593225755182053
553,7248,0.10303381383258282
485,16927,0.3779708077719264
9363,11293,0.5412880819495706
7228,9003,0.10655864708821543
3616,10431,0.10655864708821543
7591,6768,0.0995089805769502
4243,2204,0.2052539782459286
531,13336,0.5683118035760872
1195,13468,0.10655864708821543
12986,906,0.13593225755182053
1267,11047,0.4543421949772996
9859,18638,0.10655864708821543
11886,16792,0.13358236871473214
2139,17653,0.155906312667072
3564,6850,0.11830809127365748
1131,6253,0.4543421949772996
10507,14695,0.2052539782459286
555,6788,0.10655864708821543
6950,14489,0.14533181290017416
13332,2900,0.10185886941403863
12750,11437,0.10655864708821543
5831,1022,0.21582847801282629
2732,6776,0.0995089805769502
4761,19064,0.1006839249954944
8206,14925,0.10655864708821543
523,15369,0.36739630800502865
4929,15806,0.21230364475719382
5528,10931,0.2616513103360504
12006,13478,0.0995089805769502
7257,13436,0.155906312667072
3078,12921,0.11478325801802487
13942,17445,0.4543421949772996
8414,2514,0.11830809127365748
4811,15562,0.4543421949772996
12596,17436,0.10655864708821543
11253,4419,0.0995089805769502
2037,8831,0.10655864708821543
13372,5436,0.3861954187017358
184,12736,0.4543421949772996
3194,2580,0.11830809127365748
6498,7567,0.4543421949772996
9288,9135,0.4543421949772996
1698,17022,0.1829300342935887
1211,2816,0.10185886941403863
8493,6251,0.0995089805769502
2848,14207,0.526013804508496
11789,13617,0.42731847335078293
235,10647,0.3779708077719264
1574,10459,0.10655864708821543
5914,16569,0.0842347031358757
13080,10289,0.5318885266012171
2923,17474,0.10185886941403863
13879,16391,0.25342669940624085
2869,5527,0.5683118035760872
10542,15648,0.11830809127365748
141,8687,0.1006839249954944
10939,2586,0.10655864708821543
13738,5816,0.4543421949772996
13189,7486,0.10655864708821543
10780,4042,0.10655864708821543
13778,15651,0.13593225755182053
13273,12707,0.3779708077719264
9917,11061,0.0995089805769502
7153,15227,0.3015994205665532
7891,14399,0.10185886941403863
4203,263,0.1488566461558068
1862,14290,0.1488566461558068
11854,16357,0.10655864708821543
3226,11825,0.0995089805769502
9564,2117,0.2875000875440229
1763,4094,0.10655864708821543
9561,15305,0.10303381383258282
12489,335,0.11830809127365748
1174,9801,0.4543421949772996
13388,11993,0.1006839249954944
8885,10759,0.11243336918093645
12458,9062,0.254601643824785
4818,3628,0.14533181290017416
6517,7433,0.4543421949772996
332,6741,0.0995089805769502
8258,5400,0.0842347031358757
1431,8477,0.13358236871473214
1069,11621,0.10655864708821543
6321,10786,0.10655864708821543
1970,5847,0.10185886941403863
1957,1598,0.10655864708821543
5922,1688,0.1006839249954944
4499,292,0.10655864708821543
5989,8772,0.11830809127365748
416,10375,0.10655864708821543
6829,13096,0.0995089805769502
9666,17401,0.10655864708821543
8615,7321,0.14180697964454156
9747,1377,0.10655864708821543
6810,5391,0.0995089805769502
2930,17491,0.4543421949772996
1685,14228,0.31452380917053946
2295,11175,0.10655864708821543
11515,10960,0.10655864708821543
11455,10054,0.4543421949772996
3157,16216,0.10655864708821543
2825,8465,0.10185886941403863
12803,16846,0.4543421949772996
8476,16113,0.10185886941403863
1478,9720,0.32039853126326046
13083,17402,0.13828214638890896
8968,16008,0.4543421949772996
41,18329,0.10655864708821543
4343,9518,0.10655864708821543
12941,16900,0.10655864708821543
1374,16017,0.10655864708821543
4828,1391,0.4543421949772996
11325,18063,0.10655864708821543
4479,7328,0.17000564568960247
6796,10245,0.4543421949772996
13221,13460,0.3239233645188931
3690,11897,0.5318885266012171
11852,17636,0.5318885266012171
1680,7561,0.526013804508496
3111,10605,0.11830809127365748
11273,11479,0.13358236871473214
13669,18429,0.11830809127365748
14287,9911,0.0995089805769502
686,12011,0.10655864708821543
12711,9964,0.0995089805769502
10726,13311,0.11830809127365748
7447,2782,0.4543421949772996
6846,1454,0.4543421949772996
401,11934,0.11830809127365748
6667,10241,0.10655864708821543
2187,9066,0.10655864708821543
1638,7765,0.4543421949772996
4089,18251,0.5072146938117889
5755,3191,0.4543421949772996
2728,7218,0.36739630800502865
11256,17742,0.10655864708821543
9234,6068,0.11478325801802487
7515,15409,0.4543421949772996
4752,10295,0.10655864708821543
2776,2614,0.10655864708821543
7762,4808,0.2863251431254785
10824,13991,0.0995089805769502
8819,5351,0.0842347031358757
12665,1888,0.26047636591750606
11554,4401,0.4543421949772996
11888,9626,0.10655864708821543
1772,13707,0.13123247987764372
13039,6936,0.4543421949772996
11998,13624,0.36739630800502865
7478,10944,0.3015994205665532
9072,9422,0.10303381383258282
1352,4482,0.4543421949772996
4505,4650,0.1488566461558068
10849,18276,0.4543421949772996
237,9546,0.11830809127365748
13409,12245,0.11830809127365748
5826,14216,0.4543421949772996
5685,9604,0.10655864708821543
14272,4535,0.4543421949772996
1356,4863,0.10655864708821543
1280,12949,0.2921998652181996
10984,5322,0.11830809127365748
9682,12451,0.21582847801282629
1158,7084,0.14180697964454156
10723,685,0.10655864708821543
3628,2403,0.10655864708821543
5247,1342,0.13475731313327646
4577,2698,0.2616513103360504
11473,17939,0.1829300342935887
6281,18260,0.11830809127365748
14207,12125,0.4543421949772996
3431,4149,0.14180697964454156
10009,8284,0.14533181290017416
3363,16474,0.24285219963934299
7490,9973,0.36739630800502865
5519,8680,0.4543421949772996
13240,404,0.1829300342935887
6441,7426,0.31452380917053946
12289,8370,0.5412880819495706
8870,8413,0.11830809127365748
14062,3022,0.10185886941403863
386,12031,0.10655864708821543
4640,4300,0.4543421949772996
5633,3506,0.1829300342935887
1958,1495,0.11830809127365748
6581,3820,0.4543421949772996
7236,14285,0.11830809127365748
13746,11417,0.13828214638890896
13635,10338,0.13358236871473214
12872,8362,0.13593225755182053
577,346,0.2452020884764314
6628,7297,0.10185886941403863
8853,14382,0.1829300342935887
4397,13305,0.13828214638890896
10455,18106,0.10655864708821543
11621,5766,0.10655864708821543
4396,2447,0.1829300342935887
35,945,0.6247091356662091
3126,2718,0.10655864708821543
1316,11957,0.10655864708821543
10200,6934,0.5072146938117889
9975,15494,0.10655864708821543
4638,4889,0.40499452939844316
13901,2371,0.10655864708821543
6686,18317,0.10185886941403863
6879,12322,0.11830809127365748
3238,13863,0.11830809127365748
8962,4698,0.10655864708821543
13513,18841,0.11830809127365748
10452,2774,0.10655864708821543
3838,7017,0.24285219963934299
4709,3993,0.21230364475719382
4907,10982,0.11830809127365748
13607,10018,0.4543421949772996
10626,3397,0.10655864708821543
2154,19029,0.0995089805769502
2236,9704,0.4543421949772996
4268,12562,0.0995089805769502
1140,1671,0.24285219963934299
4176,18819,0.0995089805769502
9423,8112,0.4543421949772996
10057,9940,0.10655864708821543
13861,10736,0.10655864708821543
9968,14363,0.11830809127365748
3993,36,0.0995089805769502
3456,14434,0.5342384154383054
1165,17205,0.4543421949772996
6675,16589,0.5683118035760872
14219,10251,0.10655864708821543
11667,19033,0.11830809127365748
2129,9057,0.36739630800502865
6650,14946,0.2921998652181996
9810,5300,0.11830809127365748
774,2938,0.6082599138065903
7182,13799,0.526013804508496
2272,17565,0.4543421949772996
8671,13539,0.4543421949772996
9033,11429,0.26047636591750606
12781,11812,0.11830809127365748
6922,8666,0.11830809127365748
7370,15163,0.13475731313327646
13456,12246,0.10655864708821543
3044,11148,0.11830809127365748
8766,17317,0.10655864708821543
11407,15104,0.4543421949772996
3980,16475,0.10655864708821543
1153,15195,0.10655864708821543
3191,155,0.4543421949772996
4918,13511,0.4543421949772996
7162,1638,0.4543421949772996
6472,14281,0.11830809127365748
1545,5926,0.0995089805769502
7819,7300,0.10655864708821543
9173,8122,0.0995089805769502
12076,9085,0.155906312667072
3061,15941,0.14533181290017416
12819,5843,0.10655864708821543
186,8136,0.24285219963934299
11531,5478,0.10655864708821543
9125,7518,0.11478325801802487
13393,8431,0.24285219963934299
13664,12581,0.13358236871473214
9291,15794,0.10655864708821543
5444,7425,0.11478325801802487
14061,5934,0.10655864708821543
10233,18373,0.4543421949772996
13179,3554,0.11830809127365748
8288,9168,0.0842347031358757
777,7772,0.11830809127365748
13747,4367,0.36739630800502865
12885,248,0.10655864708821543
11106,5119,0.10655864708821543
4872,17618,0.10655864708821543
8821,13094,0.4543421949772996
5946,1554,0.11830809127365748
6237,6556,0.4543421949772996
6760,2477,0.40499452939844316
11083,10552,0.4543421949772996
7763,16821,0.20055420057175177
9485,15204,0.0995089805769502
12943,12556,0.4543421949772996
8290,1615,0.10655864708821543
11902,2897,0.3861954187017358
10373,18682,0.10655864708821543
10046,7626,0.40499452939844316
2540,1666,0.4543421949772996
9152,15105,0.14180697964454156
3085,439,0.2875000875440229
11434,14022,0.24285219963934299
11189,264,0.10655864708821543
2312,3418,0.3015994205665532
9642,7934,0.3779708077719264
2033,6859,0.11830809127365748
1696,3184,0.0842347031358757
12783,8583,0.0995089805769502
11174,8224,0.3779708077719264
7492,7655,0.13358236871473214
7782,3919,0.0995089805769502
5518,7188,0.1829300342935887
2744,12450,0.2452020884764314
10351,10415,0.254601643824785
8342,14573,0.4543421949772996
3883,18384,0.21582847801282629
2428,16492,0.4543421949772996
9698,4436,0.1488566461558068
6341,5925,0.10655864708821543
4747,18181,0.10655864708821543
10646,5408,0.5412880819495706
13205,14601,0.4543421949772996
8397,11714,0.10655864708821543
5238,9164,0.10655864708821543
9250,9814,0.0842347031358757
6199,15362,0.0995089805769502
6277,7246,0.21582847801282629
12633,3795,0.3861954187017358
9887,515,0.10655864708821543
1330,15339,0.155906312667072
3673,15404,0.2921998652181996
6376,7888,0.0842347031358757
5099,14585,0.3861954187017358
518,7153,0.10655864708821543
10816,13758,0.10655864708821543
8182,4200,0.10655864708821543
2545,5602,0.42731847335078293
7602,11834,0.3015994205665532
7177,1835,0.10655864708821543
5741,14637,0.10655864708821543
4055,16117,0.1829300342935887
9999,1953,0.5683118035760872
11761,4919,0.13475731313327646
1349,12981,0.2863251431254785
948,16447,0.0995089805769502
3304,5358,0.5859359698542503
4573,17852,0.4543421949772996
12710,11461,0.31804864242617203
7542,1500,0.4543421949772996
8382,11928,0.36739630800502865
13830,2209,0.4543421949772996
8605,10780,0.4543421949772996
14000,7815,0.11830809127365748
4253,9456,0.3015994205665532
4530,19092,0.10655864708821543
4171,6540,0.14533181290017416
11082,6038,0.13828214638890896
4380,19117,0.0995089805769502
12337,12709,0.2052539782459286
6748,2851,0.1006839249954944
6774,10816,0.10655864708821543
10399,13730,0.10655864708821543
3209,14681,0.13358236871473214
13621,8928,0.11830809127365748
4376,5081,0.10655864708821543
2259,12185,0.10655864708821543
2969,1282,0.13828214638890896
7663,11534,0.10655864708821543
4710,9031,0.1006839249954944
11627,832,0.3015994205665532
13022,12591,0.10655864708821543
8370,2936,0.36739630800502865
3676,16093,0.13475731313327646
10359,4027,0.4543421949772996
9767,11117,0.10655864708821543
12844,17728,0.10655864708821543
9943,2568,0.10655864708821543
9349,14416,0.4543421949772996
3479,18248,0.10655864708821543
6768,12320,0.10655864708821543
11696,14654,0.4543421949772996
9345,17121,0.2052539782459286
1309,2561,0.36739630800502865
3549,9083,0.526013804508496
2826,3486,0.2452020884764314
3807,10483,0.155906312667072
1833,12909,0.1488566461558068
12848,4344,0.10655864708821543
10043,2667,0.0995089805769502
12272,17704,0.5412880819495706
1930,15087,0.19115464522339815
13011,13428,0.3015994205665532
5621,7493,0.11478325801802487
6444,7361,0.10655864708821543
13217,1317,0.0995089805769502
12046,9374,0.4543421949772996
2362,12669,0.5412880819495706
6728,1521,0.4543421949772996
8946,966,0.11830809127365748
1513,13253,0.10655864708821543
6623,2857,0.13123247987764372
11246,2377,0.10655864708821543
9945,1583,0.0995089805769502
3248,7973,0.10655864708821543
3744,6159,0.2452020884764314
8034,2129,0.3015994205665532
4910,18533,0.4543421949772996
13225,8930,0.155906312667072
363,2560,0.24285219963934299
7290,13143,0.4543421949772996
10248,14831,0.4543421949772996
7172,10037,0.155906312667072
2912,5911,0.10303381383258282
822,13306,0.0842347031358757
846,584,0.36739630800502865
10603,9656,0.254601643824785
14305,16079,0.0842347031358757
6984,10718,0.10655864708821543
4561,2529,0.1488566461558068
2691,7807,0.11243336918093645
9405,15538,0.10655864708821543
1449,8637,0.10655864708821543
14134,9584,0.4543421949772996
9978,917,0.10655864708821543
11865,6841,0.13475731313327646
6527,6610,0.4543421949772996
9191,6003,0.4543421949772996
6056,10532,0.10655864708821543
3534,6521,0.2052539782459286
618,13438,0.10655864708821543
3845,14173,0.0842347031358757
11562,3647,0.254601643824785
9587,12505,0.10655864708821543
3007,14665,0.0995089805769502
2984,10267,0.10303381383258282
662,16049,0.10655864708821543
4975,16845,0.17118059010814668
12513,16230,0.13828214638890896
11019,1440,0.13123247987764372
9425,5604,0.11478325801802487
10958,9827,0.13358236871473214
7049,12609,0.4543421949772996
6159,10044,0.10655864708821543
4307,8777,0.36739630800502865
8966,5,0.28984997638111115
12040,11115,0.10655864708821543
13982,16390,0.11830809127365748
6037,4379,0.0995089805769502
1595,15357,0.17000564568960247
13504,3544,0.10655864708821543
13099,5662,0.4543421949772996
8774,16843,0.13123247987764372
13424,1570,0.10655864708821543
2789,8876,0.36739630800502865
1774,2793,0.10655864708821543
3118,17994,0.3779708077719264
2647,8206,0.2052539782459286
12824,603,0.10655864708821543
709,1450,0.13828214638890896
933,1272,0.5412880819495706
3147,3960,0.4543421949772996
10436,10174,0.5412880819495706
11015,13619,0.11830809127365748
1105,2159,0.10655864708821543
12253,3020,0.10655864708821543
1515,14211,0.4543421949772996
1896,19107,0.10655864708821543
4008,15155,0.10655864708821543
7272,14543,0.5412880819495706
11192,17530,0.4543421949772996
11051,3317,0.2921998652181996
10700,8501,0.11830809127365748
8874,9923,0.27575064335858085
10617,18436,0.10655864708821543
10378,976,0.10655864708821543
5517,8462,0.10655864708821543
5740,8750,0.5072146938117889
8929,4196,0.3861954187017358
3544,7735,0.11243336918093645
9245,12257,0.10655864708821543
11716,4997,0.11830809127365748
134,13417,0.5354133598568496
3175,5825,0.10655864708821543
2477,2292,0.10655864708821543
228,15266,0.0995089805769502
9320,15391,0.10655864708821543
4758,8493,0.24285219963934299
13098,623,0.2921998652181996
10760,18445,0.10655864708821543
7141,10580,0.1488566461558068
6320,530,0.4543421949772996
4354,9233,0.10655864708821543
8811,2557,0.10655864708821543
5430,4299,0.24285219963934299
8921,6745,0.25225175498769675
1343,9376,0.3779708077719264
770,10781,0.11478325801802487
12935,5193,0.4543421949772996
2671,14277,0.10655864708821543
5952,6242,0.1829300342935887
4110,17483,0.10185886941403863
10966,3293,0.3885453075388242
8378,12242,0.14180697964454156
1277,10029,0.10185886941403863
2249,8814,0.10655864708821543
12898,13216,0.10185886941403863
4404,18768,0.254601643824785
10541,9787,0.4543421949772996
1256,1279,0.10655864708821543
10493,2076,0.5412880819495706
6357,11625,0.4543421949772996
7803,16229,0.21230364475719382
1364,15344,0.13475731313327646
8015,12743,0.4543421949772996
5297,4622,0.4543421949772996
2937,12597,0.0842347031358757
11194,6011,0.10655864708821543
4543,9737,0.4543421949772996
9528,11357,0.10655864708821543
9178,14163,0.4543421949772996
13644,7892,0.3861954187017358
5394,11133,0.10655864708821543
6210,1253,0.10655864708821543
4795,1256,0.11830809127365748
4448,14857,0.13358236871473214
7984,17361,0.1829300342935887
14175,14429,0.10655864708821543
5473,15395,0.10655864708821543
4292,3661,0.10655864708821543
4837,9772,0.14180697964454156
7983,1894,0.13358236871473214
10209,1936,0.13828214638890896
6703,10514,0.3861954187017358
3396,17828,0.0842347031358757
2994,16485,0.10655864708821543
174,11600,0.4543421949772996
128,15842,0.13828214638890896
5908,7540,0.11830809127365748
4349,17459,0.10655864708821543
12321,9359,0.10655864708821543
11923,11230,0.3015994205665532
2746,2624,0.10655864708821543
12904,6503,0.40499452939844316
2669,6269,0.24285219963934299
12988,11354,0.0995089805769502
11909,17700,0.14533181290017416
6233,15237,0.10655864708821543
13560,1837,0.10655864708821543
7208,12584,0.4543421949772996
992,1254,0.14180697964454156
5034,17393,0.10655864708821543
2220,13102,0.4543421949772996
6289,1175,0.10655864708821543
313,14866,0.2616513103360504
10572,10865,0.07248525895043365
4097,9335,0.11830809127365748
4766,17589,0.4543421949772996
7785,6801,0.24285219963934299
10301,846,0.14533181290017416
8507,5613,0.10303381383258282
13702,756,0.0995089805769502
9269,16586,0.4543421949772996
8727,12138,0.4543421949772996
3715,3611,0.10655864708821543
13796,9194,0.11830809127365748
12507,14881,0.10655864708821543
4695,16656,0.11478325801802487
11912,15789,0.4543421949772996
6266,10927,0.1829300342935887
3030,16486,0.1829300342935887
8603,8113,0.10185886941403863
9108,8983,0.36739630800502865
6506,17931,0.4543421949772996
6046,9045,0.11830809127365748
7533,2965,0.1829300342935887
8588,4677,0.5318885266012171
13823,9115,0.10655864708821543
7688,7135,0.10655864708821543
10365,17678,0.11830809127365748
8806,15146,0.11478325801802487
7737,17273,0.2052539782459286
10456,7184,0.14180697964454156
7946,15093,0.2452020884764314
6147,6720,0.10655864708821543
108,2029,0.2921998652181996
8838,18243,0.1488566461558068
9443,6295,0.29102492079965536
5571,2881,0.40499452939844316
4736,18520,0.4543421949772996
8069,3320,0.254601643824785
9701,2099,0.11830809127365748
2681,409,0.1488566461558068
3255,6309,0.254601643824785
6839,4459,0.4543421949772996
878,1678,0.0995089805769502
2710,8704,0.11478325801802487
13996,13082,0.10655864708821543
11896,13719,0.10655864708821543
1487,6526,0.10655864708821543
13425,13052,0.10655864708821543
1517,11485,0.10655864708821543
6530,4123,0.10655864708821543
125,12324,0.11830809127365748
5376,11320,0.14533181290017416
2838,7755,0.0995089805769502
8133,5282,0.10655864708821543
7836,4161,0.4543421949772996
1041,3562,0.11830809127365748
3397,14318,0.10655864708821543
7886,4000,0.0842347031358757
14298,6182,0.3779708077719264
422,17304,0.10655864708821543
7022,3941,0.10185886941403863
8522,624,0.0995089805769502
9311,5092,0.1006839249954944
5424,12460,0.4543421949772996
13660,2301,0.10655864708821543
5950,4562,0.4543421949772996
268,13425,0.11830809127365748
594,14414,0.0995089805769502
13486,13426,0.10655864708821543
12982,3697,0.11243336918093645
4257,1158,0.11830809127365748
2941,2865,0.0995089805769502
10235,4,0.2863251431254785
12295,3969,0.2921998652181996
9304,5154,0.10655864708821543
4950,5415,0.10655864708821543
7378,609,0.1006839249954944
13890,9388,0.2863251431254785
9798,464,0.2863251431254785
13220,18908,0.10655864708821543
10586,10148,0.10655864708821543
1758,13963,0.19115464522339815
6297,13769,0.1829300342935887
13406,10706,0.10655864708821543
2325,2079,0.5318885266012171
10221,150,0.0995089805769502
3683,6041,0.10655864708821543
1775,81,0.10655864708821543
10600,3445,0.4543421949772996
6101,2755,0.3015994205665532
2214,15060,0.2921998652181996
11151,18119,0.2863251431254785
7192,7512,0.0842347031358757
7645,1908,0.10655864708821543
5553,14948,0.155906312667072
49,12178,0.11830809127365748
7459,15361,0.13593225755182053
4346,5821,0.4543421949772996
2244,16470,0.4543421949772996
13141,12039,0.11830809127365748
11343,9191,0.4543421949772996
11351,15684,0.11243336918093645
8724,18233,0.4543421949772996
11290,15059,0.14533181290017416
13673,10956,0.11830809127365748
10925,12175,0.10655864708821543
2388,11865,0.1006839249954944
3773,11953,0.13593225755182053
13416,1840,0.11830809127365748
5726,8492,0.3861954187017358
7980,12721,0.0995089805769502
4458,10721,0.4543421949772996
10673,17328,0.4543421949772996
5609,5242,0.3015994205665532
9511,16185,0.19702936731611917
2592,7120,0.10655864708821543
13841,6599,0.19115464522339815
8718,4338,0.10185886941403863
5906,7494,0.11830809127365748
14068,18335,0.10655864708821543
1793,1379,0.5072146938117889
7964,14482,0.5683118035760872
13435,5635,0.10303381383258282
12599,8071,0.11830809127365748
4980,17242,0.4543421949772996
5689,9575,0.5683118035760872
13707,5286,0.11243336918093645
1318,457,0.4543421949772996
5986,4882,0.11830809127365748
7679,16395,0.11830809127365748
9166,12817,0.4543421949772996
1549,3294,0.10655864708821543
8662,11948,0.10185886941403863
10881,16317,0.0995089805769502
164,10858,0.10655864708821543
11686,4424,0.21582847801282629
2175,2837,0.26047636591750606
7774,1300,0.10655864708821543
2684,8117,0.13358236871473214
3005,10311,0.3015994205665532
4881,3560,0.4543421949772996
477,8732,0.10303381383258282
4791,14208,0.4543421949772996
4895,9567,0.10655864708821543
7369,3037,0.3015994205665532
831,470,0.11830809127365748
11645,14697,0.11830809127365748
9783,14262,0.26047636591750606
10973,8799,0.0842347031358757
3682,6349,0.10655864708821543
3376,3537,0.1488566461558068
4690,12233,0.4543421949772996
7500,130,0.13828214638890896
3241,13538,0.10655864708821543
14230,1822,0.10655864708821543
638,1160,0.0995089805769502
7505,12182,0.4543421949772996
7484,15738,0.10655864708821543
4937,4566,0.10655864708821543
12244,7660,0.10655864708821543
1968,13608,0.1829300342935887
8137,12080,0.21582847801282629
12833,4837,0.10655864708821543
12745,5113,0.10655864708821543
48,1866,0.10655864708821543
4081,17781,0.10655864708821543
10529,693,0.13123247987764372
10748,12161,0.3015994205665532
6451,170,0.1829300342935887
764,17635,0.0995089805769502
274,18354,0.11830809127365748
14025,17310,0.10655864708821543
11055,9718,0.11830809127365748
2028,1432,0.13475731313327646
4540,13663,0.11830809127365748
7477,8660,0.4543421949772996
11694,8429,0.13358236871473214
9515,12694,0.11830809127365748
3764,8884,0.40499452939844316
14026,1209,0.4543421949772996
12098,1458,0.07248525895043365
6114,6925,0.10655864708821543
2407,14832,0.10655864708821543
8715,14282,0.0995089805769502
6193,12823,0.10655864708821543
2766,16987,0.0995089805769502
